Datum,Latitude,Longitude,UUID,MOVEMENT_C,MOVEMENT_D
2024-02-10 00:00:00,46.70025318766257,12.370473526391768,88312458-fa9c-11ef-b94d-ea6559d31cf8,2.0,Gleitung rotational/translational
2024-02-03 00:00:00,46.72475733759582,11.882005300940516,f1cb0346-bd1d-11ef-84d1-0242ac120012,2.0,Gleitung rotational/translational
2024-11-03 00:00:00,46.566466465786434,11.521634676710686,c307625e-0afa-11f0-84e3-c270514588df,5.0,Schnelles Fliessen (Mure)
2024-04-06 00:00:00,46.75969287038833,11.870043963369994,9b9cd8de-0afa-11f0-abb1-c270514588df,5.0,Schnelles Fliessen (Mure)
2024-01-04 00:00:00,46.94767585473534,11.378002835421038,b5222930-1388-11f0-9c02-c270514588df,2.0,Gleitung rotational/translational
2024-01-04 00:00:00,46.9473952832723,11.3779352366532,a7a0417a-1388-11f0-9c02-c270514588df,2.0,Gleitung rotational/translational
2024-01-04 00:00:00,46.94709615408428,11.378690394948324,9a30eb98-1388-11f0-895b-c270514588df,5.0,Schnelles Fliessen (Mure)
2024-01-04 00:00:00,46.946773040112575,11.379843171799802,868dfa7c-1388-11f0-895b-c270514588df,5.0,Schnelles Fliessen (Mure)
2025-08-04 00:00:00,46.52686259422656,11.761390970767248,5f878344-7378-11f0-8574-b2374db36148,2.0,Gleitung rotational/translational
2024-11-07 09:00:00,46.75993691280068,11.847925174873554,37a0dbcc-0afb-11f0-9778-c270514588df,5.0,Schnelles Fliessen (Mure)
2024-11-07 23:00:00,46.87445344187565,11.632217912804444,71103b34-dc82-11ef-ad9c-0242ac12000f,5.0,Schnelles Fliessen (Mure)
2024-12-07 10:00:00,46.27249442627869,11.257424672285998,773063b4-f2b1-11ef-a786-0242ac120004,5.0,Schnelles Fliessen (Mure)
2024-09-10 21:00:00,46.55358509632782,11.758732545912777,f89c5246-81b3-11f0-9d27-b2374db36148,2.0,Gleitung rotational/translational
2025-06-02 00:00:00,46.85197540125251,11.560480684262265,b1a54cec-62f7-11f0-a475-f6c58cc4d7d9,2.0,Gleitung rotational/translational
2025-08-04 09:30:00,46.47662379967731,11.491657574780866,46b884a8-660d-11f0-a7e7-f6c58cc4d7d9,2.0,Gleitung rotational/translational
2025-09-04 12:00:00,46.52636050371843,11.517000035723958,432c3a3c-660d-11f0-894b-f6c58cc4d7d9,7.0,Komplexe Rutschung
2025-09-04 10:00:00,46.48819630359704,11.41844783088126,40d2bbd0-660d-11f0-9fbd-f6c58cc4d7d9,2.0,Gleitung rotational/translational
2025-02-07 08:00:00,46.667431906299925,11.024598813953675,2171af3c-71cd-11f0-9abc-b2374db36148,5.0,Schnelles Fliessen (Mure)
2020-01-10 00:00:00,46.65523772300796,11.90360360247025,04e6d318-6897-11f0-bea8-b2374db36148,2.0,Gleitung rotational/translational
2020-07-12 00:00:00,46.42706997495975,11.347703441683286,62ff62ec-f88a-11ec-a2b8-0242ac13000d,5.0,Schnelles Fliessen (Mure)
2020-07-12 00:00:00,46.602179328322414,11.200975361133583,18ad6a22-f88a-11ec-b4f3-0242ac13000d,2.0,Gleitung rotational/translational
2022-01-07 00:00:00,46.29067917124432,11.209115251713408,cf2d2d2a-b9f8-11ed-aac4-0242ac130003,2.0,Gleitung rotational/translational
2021-06-07 00:00:00,46.59823943319239,11.547703792171662,bd494554-f88c-11ec-858d-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.84585337775442,11.977607920007484,c33e0ce4-cafe-11ec-9be2-0242ac13000d,2.0,Gleitung rotational/translational
2021-04-08 00:00:00,46.83778337652303,11.774752995740135,9d5b59f2-7321-11ed-a180-0242ac13000b,5.0,Schnelles Fliessen (Mure)
2020-11-08 00:00:00,46.83717751481528,11.746833948494643,fcac6b12-cae3-11ec-8d2f-0242ac13000d,2.0,Gleitung rotational/translational
2020-11-08 00:00:00,46.80178212056506,11.79549913232638,02c59a42-cb01-11ec-801d-0242ac13000d,2.0,Gleitung rotational/translational
2020-06-12 00:00:00,46.651279591892994,11.056340299887038,5a343280-cb00-11ec-b654-0242ac13000d,2.0,Gleitung rotational/translational
2016-12-07 17:30:00,46.58106323102008,11.912079676236733,aa117746-0448-11ed-8c62-0242ac13000d,2.0,Gleitung rotational/translational
2022-01-08 00:00:00,46.63163640711229,10.715930680815411,348bbee0-a2e6-11ed-acab-0242ac13000f,2.0,Gleitung rotational/translational
2022-06-09 00:00:00,46.46832642739838,11.2306621940898,f107daa6-c03a-11ed-8172-0242ac130003,2.0,Gleitung rotational/translational
2022-04-12 00:00:00,46.50540291235454,11.502401596184503,200586a6-c35f-11ed-9244-0242ac130003,2.0,Gleitung rotational/translational
2019-01-07 00:00:00,46.759081908167865,12.26130706815689,0508ba4a-1efd-11ee-847e-0242ac13000b,2.0,Gleitung rotational/translational
2019-01-07 00:00:00,46.7613255142583,12.240269943451406,3631d7ec-1f29-11ee-a347-0242ac13000b,2.0,Gleitung rotational/translational
2019-01-11 00:00:00,46.741654780876345,12.22789888865138,07b20b46-1cca-11ee-8395-0242ac13000b,2.0,Gleitung rotational/translational
2019-01-12 00:00:00,46.743625325976645,12.220102462111294,6b0d0c08-5c6d-11ee-baa5-0242ac13000b,2.0,Gleitung rotational/translational
2022-05-08 17:30:00,46.686077656924304,11.892476423846905,3df94fa4-c363-11ed-9a4b-0242ac130003,5.0,Schnelles Fliessen (Mure)
2022-05-08 17:30:00,46.68471838140809,11.89388406720843,832947aa-c363-11ed-a9d2-0242ac130003,5.0,Schnelles Fliessen (Mure)
2021-05-08 00:00:00,46.9189940225061,11.798804122252683,f2923a9c-47b9-11ec-8af6-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.92023130520921,11.790426888456318,33508812-47bb-11ec-b403-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.92170271868026,11.790269396827457,744c7fe2-47bb-11ec-a6b8-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.835484134011736,11.478829872683807,6f743094-47bd-11ec-a502-0242ac13000d,5.0,Schnelles Fliessen (Mure)
2021-04-05 00:00:00,46.70418478455445,11.872162419463695,8751ee12-5295-11ec-8250-0242ac13000d,2.0,Gleitung rotational/translational
2021-04-06 00:00:00,46.72314481161225,11.954156204614048,5e63b688-5296-11ec-9454-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-10 00:00:00,46.54268073532477,11.326379904082538,243e2de6-b04a-11ec-a59c-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.866192728605895,11.513296249032315,e6c36268-47be-11ec-ab1e-0242ac13000d,2.0,Gleitung rotational/translational
2021-10-06 00:00:00,46.61713294732987,11.866765119131644,c28cea70-585d-11ee-8594-0242ac13000b,2.0,Gleitung rotational/translational
2018-09-01 06:10:00,46.60975414430544,10.781621323699676,acf80e96-c566-11ec-8cc0-0242ac13000d,5.0,Schnelles Fliessen (Mure)
2021-09-06 00:00:00,46.54774589060285,11.69544092799202,f4dd460c-d361-11ef-b025-0242ac120003,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.56569779003112,11.52480224307359,d60a9f16-3e60-11ec-a759-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.91499097215181,11.69023325235342,2565a18a-25db-11ec-a20e-0242ac130002,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.88300081672436,11.719059773228317,4047b88c-25de-11ec-823f-0242ac130002,2.0,Gleitung rotational/translational
2021-09-08 00:00:00,46.8920815335991,11.407146326332382,ad6bea96-25de-11ec-83a5-0242ac130002,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.439694016427765,11.479957914985633,7bad5f94-3899-11ec-b20a-0242ac130002,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.87713260842906,11.492272443680095,fc0d508c-2786-11ec-9924-0242ac130002,2.0,Gleitung rotational/translational
2021-09-08 00:00:00,46.89012953717707,11.455083352876368,22ceb5e8-389a-11ec-82e3-0242ac130002,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.48512789628533,11.438533921734685,aaa42eb6-389b-11ec-aac5-0242ac130002,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.53931421594158,11.388833833101238,a1bf39c0-389c-11ec-8aad-0242ac130002,2.0,Gleitung rotational/translational
2021-08-08 00:00:00,46.87557337934325,11.49720301415909,e7f7b3e0-389c-11ec-aba8-0242ac130002,2.0,Gleitung rotational/translational
2020-08-12 00:00:00,46.48833504854909,11.24696177673015,4a2cd72a-4860-11ec-8b77-0242ac13000d,2.0,Gleitung rotational/translational
2020-05-12 00:00:00,46.48020445847947,11.26211888112004,959df324-4879-11ec-9060-0242ac13000d,2.0,Gleitung rotational/translational
2021-01-08 00:00:00,46.65019664168008,11.361238427619169,801b88e4-389e-11ec-9225-0242ac130002,2.0,Gleitung rotational/translational
2021-08-08 00:00:00,46.87631852966007,11.424746909111176,f74a9b4e-389e-11ec-a2e0-0242ac130002,2.0,Gleitung rotational/translational
2021-08-08 00:00:00,46.86259739826822,11.484053217456225,43c20818-389f-11ec-8478-0242ac130002,2.0,Gleitung rotational/translational
2020-05-12 00:00:00,46.56460914288428,11.52396537711623,9b0dbf88-3e60-11ec-855a-0242ac13000d,2.0,Gleitung rotational/translational
2020-05-12 00:00:00,46.26870126445248,11.241097905787203,81004bd0-487c-11ec-87fd-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.9021462855348,11.878095559361151,ecaae614-4175-11ec-8520-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.89989438416883,11.852021483227515,6c0edb86-4176-11ec-8167-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.89643407515389,11.865901557067136,a9036e6c-4176-11ec-a51f-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.89646703882785,11.867395073291538,f647f378-4176-11ec-a2a7-0242ac13000d,2.0,Gleitung rotational/translational
2021-05-08 00:00:00,46.89637252373677,11.844160396863264,2b9ddec0-4177-11ec-a300-0242ac13000d,2.0,Gleitung rotational/translational
2021-01-04 17:00:00,46.67603277951456,11.895321555901058,c30a7a68-4887-11ec-a1e7-0242ac13000d,2.0,Gleitung rotational/translational
2021-08-02 00:00:00,46.24790657535332,11.230960311297313,9b9802f6-4888-11ec-aeb1-0242ac13000d,2.0,Gleitung rotational/translational
2021-04-02 00:00:00,46.74787409260564,11.197447381450196,08468b20-4889-11ec-ab4f-0242ac13000d,2.0,Gleitung rotational/translational
2020-07-12 00:00:00,46.56973848954456,11.06542309194517,d0b4fd04-488d-11ec-9dbe-0242ac13000d,2.0,Gleitung rotational/translational
2021-12-02 00:00:00,46.66144823083201,11.550094220510193,55b78492-488c-11ec-969f-0242ac13000d,2.0,Gleitung rotational/translational
2024-01-04 00:00:00,46.52595188593724,11.254519342555655,d35f0848-0afd-11f0-9666-c270514588df,2.0,Gleitung rotational/translational
2024-01-04 00:00:00,46.53001328128115,11.260522868319416,573a2088-0afb-11f0-8720-c270514588df,2.0,Gleitung rotational/translational
2024-01-04 11:00:00,46.58330328739591,11.167226915109625,3ddf370c-0bad-11ef-b4aa-0242ac120003,2.0,Gleitung rotational/translational
2024-02-04 00:00:00,46.38303068367002,11.272011655078606,1e9c745e-f2b6-11ef-9170-0242ac120004,2.0,Gleitung rotational/translational
2024-12-02 00:00:00,46.66155396550288,11.187660233289549,02257356-0f9a-11f0-b85e-c270514588df,7.0,Komplexe Rutschung
2024-03-04 18:00:00,46.38311065436588,11.282819980970345,8f58c23c-d96c-11ef-bdf0-0242ac12000f,2.0,Gleitung rotational/translational
2024-02-03 00:00:00,46.72428011180981,11.880097661211282,b8d53206-bd1c-11ef-8969-0242ac120012,2.0,Gleitung rotational/translational
2024-05-03 00:00:00,46.480319154985,11.262216920293232,87b91e36-6950-11f0-bd0c-b2374db36148,2.0,Gleitung rotational/translational
2024-02-06 05:00:00,46.68658413249887,10.607653928695283,faecc6a0-6865-11f0-bda7-b2374db36148,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.60912322891836,11.379946604604308,60e16308-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.601681612032486,11.585994101332837,d0fbad10-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.56545600844298,11.552435850506996,fad1cade-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.42576986456934,11.349238433020709,26a88c10-96a8-11ef-924e-0242ac120010,5.0,Schnelles Fliessen (Mure)
2023-03-11 11:00:00,46.31443709945472,11.278788704654216,496eccaa-96a8-11ef-99f8-0242ac120010,2.0,Gleitung rotational/translational
2023-03-11 11:00:00,46.22945353763133,11.212943563568222,0dc32258-b2f2-11ef-a893-0242ac120012,2.0,Gleitung rotational/translational
2023-02-11 00:00:00,46.69561174491313,10.50051741685961,52fa8a82-96aa-11ef-9d2c-0242ac120010,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.80109409501621,11.662994011523448,991f20c2-96aa-11ef-924e-0242ac120010,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.58257215415532,11.170930925684006,06872b2c-0633-11ef-af62-0242ac120003,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.52411707917843,10.93426944572017,dcf2d8b0-b2f3-11ef-bb54-0242ac120012,2.0,Gleitung rotational/translational
2024-12-03 05:00:00,46.59691874403544,11.094513914729603,b070fca0-f2b2-11ef-a967-0242ac120004,2.0,Gleitung rotational/translational
2024-02-04 05:00:00,46.43282911967888,11.472422927143343,e5cda810-df09-11ef-9618-0242ac12000f,2.0,Gleitung rotational/translational
2024-03-06 04:00:00,46.754869616944674,11.874286525138874,1e4adb3a-f513-11ef-979e-0242ac120004,7.0,Komplexe Rutschung
2024-02-06 00:00:00,46.439498128533565,11.47761402508884,42691fd6-f513-11ef-bd00-0242ac120004,2.0,Gleitung rotational/translational
2023-03-11 00:00:00,46.52901221123396,11.27997003803938,d6e19702-96c1-11ef-9efe-0242ac120010,2.0,Gleitung rotational/translational
2023-03-11 16:00:00,46.455476878802,11.25440447063902,1053efe6-b2f4-11ef-b57a-0242ac120012,2.0,Gleitung rotational/translational
2024-01-04 08:00:00,46.23927659586938,11.225513058209712,7c84bd1c-df09-11ef-b544-0242ac12000f,2.0,Gleitung rotational/translational
2024-01-04 02:00:00,46.3156339924021,11.299530249305365,5ea758b8-df09-11ef-9716-0242ac12000f,2.0,Gleitung rotational/translational
2024-01-04 02:00:00,46.322935119263136,11.303619659671783,413c329e-df09-11ef-a08b-0242ac12000f,2.0,Gleitung rotational/translational
2024-01-04 02:00:00,46.33341453789939,11.307651372181276,f7b6931a-0bd3-11f0-bc6c-c270514588df,5.0,Schnelles Fliessen (Mure)
2024-01-04 02:00:00,46.57356282312112,11.355977499842693,8f3b63ce-0bb5-11f0-b60f-c270514588df,2.0,Gleitung rotational/translational
2024-01-04 02:00:00,46.542999464422834,11.328247680633824,0e379888-d96f-11ef-9924-0242ac12000f,2.0,Gleitung rotational/translational
2024-01-04 02:00:00,46.94452006902365,11.378661593727273,6416a3ae-1388-11f0-864d-c270514588df,5.0,Schnelles Fliessen (Mure)
2024-01-04 02:00:00,46.623146051905536,11.51199615031822,8a2e3628-d96e-11ef-bd60-0242ac12000f,7.0,Komplexe Rutschung
2023-07-08 00:00:00,46.61926955856876,11.553090970041982,23919444-96a4-11ef-870d-0242ac120010,5.0,Schnelles Fliessen (Mure)
2023-03-07 21:00:00,46.43799841700511,11.47776059362148,6dfbac5c-b087-11ef-b4f7-0242ac120012,5.0,Schnelles Fliessen (Mure)
2023-04-09 00:00:00,46.5587549670059,10.56120267449884,2d851874-06f6-11ef-b897-0242ac120003,2.0,Gleitung rotational/translational
2020-12-22 16:00:00,46.91227776968499,11.200891000363136,random-0001-no-landslide,99.0,No Rutschung
2021-02-25 11:00:00,46.34150960708131,11.61998250690712,random-0002-no-landslide,99.0,No Rutschung
2019-05-14 21:00:00,46.5592963409465,10.687466121493449,random-0003-no-landslide,99.0,No Rutschung
2025-08-01 22:00:00,46.24423778082088,11.824582059701507,random-0004-no-landslide,99.0,No Rutschung
2024-11-19 00:00:00,46.36004428688617,10.897582234165078,random-0005-no-landslide,99.0,No Rutschung
2017-11-23 23:00:00,46.66875648782121,11.6551807383111,random-0006-no-landslide,99.0,No Rutschung
2020-04-26 13:00:00,46.43862080551258,11.308235643451416,random-0007-no-landslide,99.0,No Rutschung
2021-09-21 08:00:00,46.43927834403183,10.761364813828123,random-0008-no-landslide,99.0,No Rutschung
2023-04-04 18:00:00,46.504146275203446,11.656872113061226,random-0009-no-landslide,99.0,No Rutschung
2018-09-28 03:00:00,46.718065594339166,12.10856823426976,random-0010-no-landslide,99.0,No Rutschung
2024-11-18 16:00:00,46.92299201389599,12.274891724493184,random-0011-no-landslide,99.0,No Rutschung
2024-12-30 05:00:00,46.2409208562964,11.221229360498644,random-0012-no-landslide,99.0,No Rutschung
2021-08-13 04:00:00,46.72018864531479,10.951224459607786,random-0013-no-landslide,99.0,No Rutschung
2024-09-21 22:00:00,46.510321993330685,10.824701709863394,random-0014-no-landslide,99.0,No Rutschung
2019-09-01 07:00:00,46.45333138896725,11.73940501018854,random-0015-no-landslide,99.0,No Rutschung
2021-03-13 07:00:00,46.63718858249891,10.889359199766256,random-0016-no-landslide,99.0,No Rutschung
2019-09-05 09:00:00,46.78617123008912,12.31359811525641,random-0017-no-landslide,99.0,No Rutschung
2023-04-25 20:00:00,46.658878645809466,12.173805287768266,random-0018-no-landslide,99.0,No Rutschung
2019-10-09 09:00:00,46.6391591307068,11.11113432249941,random-0019-no-landslide,99.0,No Rutschung
2018-10-18 15:00:00,46.46311304161633,10.585090462075447,random-0020-no-landslide,99.0,No Rutschung
2021-02-22 11:00:00,46.617072471478615,11.89797322258725,random-0021-no-landslide,99.0,No Rutschung
2023-03-26 23:00:00,46.42768230966237,11.635644817016583,random-0022-no-landslide,99.0,No Rutschung
2023-07-10 18:00:00,46.28299747367661,12.000590562068878,random-0023-no-landslide,99.0,No Rutschung
2017-09-08 05:00:00,46.3721755748677,11.944581241260146,random-0024-no-landslide,99.0,No Rutschung
2022-05-27 20:00:00,46.37226658983453,10.526846067366812,random-0025-no-landslide,99.0,No Rutschung
2020-06-26 00:00:00,46.28263405896895,11.94275911374598,random-0026-no-landslide,99.0,No Rutschung
2025-08-02 05:00:00,46.849353680064105,10.717187472624373,random-0027-no-landslide,99.0,No Rutschung
2022-07-03 23:00:00,46.70983025189413,11.193931273083797,random-0028-no-landslide,99.0,No Rutschung
2018-08-06 19:00:00,46.687361541995045,11.864848947595284,random-0029-no-landslide,99.0,No Rutschung
2018-05-27 20:00:00,46.50448016489839,11.550017989958278,random-0030-no-landslide,99.0,No Rutschung
2017-10-05 09:00:00,46.39894317349503,11.850119944391585,random-0031-no-landslide,99.0,No Rutschung
2024-02-01 13:00:00,46.6048919215764,11.423893509141278,random-0032-no-landslide,99.0,No Rutschung
2021-03-19 01:00:00,46.54499481798973,10.70787838472773,random-0033-no-landslide,99.0,No Rutschung
2025-07-19 04:00:00,46.57087504080744,12.1755560252858,random-0034-no-landslide,99.0,No Rutschung
2021-10-01 14:00:00,46.88128803346044,11.451522287932038,random-0035-no-landslide,99.0,No Rutschung
2022-05-06 18:00:00,46.37529664097431,11.50999656371568,random-0036-no-landslide,99.0,No Rutschung
2024-11-04 21:00:00,46.86182518910443,11.799734747208095,random-0037-no-landslide,99.0,No Rutschung
2024-03-28 18:00:00,46.3052218693678,11.053339433875356,random-0038-no-landslide,99.0,No Rutschung
2018-01-23 08:00:00,46.528600277487655,10.908991447002103,random-0039-no-landslide,99.0,No Rutschung
2019-10-22 04:00:00,46.80937507679608,11.509063737258552,random-0040-no-landslide,99.0,No Rutschung
2019-12-12 22:00:00,46.88075796213414,11.16677873598475,random-0041-no-landslide,99.0,No Rutschung
2024-05-22 22:00:00,46.53621188323165,10.92674616663212,random-0042-no-landslide,99.0,No Rutschung
2022-09-15 23:00:00,46.59628364874321,10.513517595820677,random-0043-no-landslide,99.0,No Rutschung
2019-07-30 17:00:00,46.72677654962008,11.40712818388664,random-0044-no-landslide,99.0,No Rutschung
2019-06-29 19:00:00,46.90667232999523,11.13184296929657,random-0045-no-landslide,99.0,No Rutschung
2017-06-20 08:00:00,46.51949768813905,11.544143665274069,random-0046-no-landslide,99.0,No Rutschung
2023-11-10 21:00:00,46.41028920154479,12.30025161613931,random-0047-no-landslide,99.0,No Rutschung
2019-03-21 22:00:00,46.946053020671656,10.77743347626783,random-0048-no-landslide,99.0,No Rutschung
2023-12-10 18:00:00,46.59048883045434,11.64037596733822,random-0049-no-landslide,99.0,No Rutschung
2018-03-17 14:00:00,46.47729140895503,10.562320836771509,random-0050-no-landslide,99.0,No Rutschung
2024-02-19 01:00:00,46.33352026840117,10.94848763792339,random-0051-no-landslide,99.0,No Rutschung
2018-07-08 08:00:00,46.71219628789715,10.953150150667003,random-0052-no-landslide,99.0,No Rutschung
2024-03-02 07:00:00,46.40337820961071,11.19175502538742,random-0053-no-landslide,99.0,No Rutschung
2018-02-04 17:00:00,46.68358969639863,11.188255732870854,random-0054-no-landslide,99.0,No Rutschung
2023-07-07 23:00:00,46.81583312937252,11.246301619639558,random-0055-no-landslide,99.0,No Rutschung
2025-04-22 19:00:00,46.4598449391761,12.062496421794163,random-0056-no-landslide,99.0,No Rutschung
2024-02-02 17:00:00,46.84594598733126,11.80165682600894,random-0057-no-landslide,99.0,No Rutschung
2025-01-12 13:00:00,46.7402170026264,10.91235850932457,random-0058-no-landslide,99.0,No Rutschung
2023-08-27 17:00:00,46.69283103409166,10.924054575474216,random-0059-no-landslide,99.0,No Rutschung
2019-05-09 03:00:00,46.51499863583253,12.259254641449076,random-0060-no-landslide,99.0,No Rutschung
2023-09-13 00:00:00,46.3282241487862,12.252161382279857,random-0061-no-landslide,99.0,No Rutschung
2021-09-11 19:00:00,46.729181421133774,11.513001363512275,random-0062-no-landslide,99.0,No Rutschung
2019-03-14 16:00:00,46.9348687609636,10.82767545167541,random-0063-no-landslide,99.0,No Rutschung
2019-12-17 01:00:00,46.40315725039876,11.490940751773666,random-0064-no-landslide,99.0,No Rutschung
2025-08-09 15:00:00,46.863382657196986,11.54450167134401,random-0065-no-landslide,99.0,No Rutschung
2019-12-11 20:00:00,46.48026364746454,11.13448824594454,random-0066-no-landslide,99.0,No Rutschung
2018-09-03 12:00:00,46.51998030198043,12.101806258197849,random-0067-no-landslide,99.0,No Rutschung
2021-12-02 13:00:00,46.289884738251125,11.70108841609881,random-0068-no-landslide,99.0,No Rutschung
2018-03-09 22:00:00,46.70993583204755,11.969069965474093,random-0069-no-landslide,99.0,No Rutschung
